,title,anime_id,type,source,episodes,status,airing,duration,rating,score,scored_by,rank,popularity,members,favorites,licensor,0,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,year
5479,Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,16189,5,12,1,2,1,22.0,3,7.02,1803,0.0,5105,4473,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,Momiji,3303,5,12,4,2,1,30.0,3,6.32,694,0.0,7035,1846,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,Komaneko no Christmas: Maigo ni Natta Present,7461,4,15,1,2,1,20.0,5,5.99,103,7373.0,10630,272,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,Green Green Specials,1679,5,15,3,2,1,28.0,1,6.35,4093,6183.0,3940,8443,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5483,Injuu Gakuen La☆Blue Girl: Fukkatsu-hen,1273,5,13,4,2,1,30.0,3,6.26,1363,0.0,5778,3259,15,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,Moldiver,571,5,15,6,2,1,29.0,6,6.19,782,6802.0,6855,1992,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,Jigoku Shoujo Futakomori,1594,6,14,26,2,1,25.0,2,8.04,45045,509.0,862,100968,638,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
5486,Hiatari Ryoukou!,729,6,13,48,2,1,25.0,5,7.16,392,2962.0,6741,2125,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1987
5487,Ikkitousen: Dragon Destiny Specials,2905,3,15,6,2,1,3.0,1,6.76,8648,4494.0,2866,17318,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5488,Pokemon: Pika Pika Hoshizora Camp,4795,4,11,1,2,1,22.0,4,6.64,6444,5031.0,3393,12154,9,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5489,Hoshi ni Negai wo: Cold Body + Warm Heart,7230,2,15,1,2,1,22.0,6,6.29,626,6438.0,7617,1391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,Nasu: Andalusia no Natsu,1209,4,13,1,2,1,47.0,6,7.1,2697,3213.0,4633,5674,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5491,Arcade Gamer Fubuki Extra,5715,3,14,1,2,1,6.0,6,4.85,557,9155.0,7688,1332,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,Cross Fight B-Daman,11177,6,15,52,2,1,14.0,5,6.64,1038,5001.0,6213,2704,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
5493,Megalo Box Specials,37703,3,14,3,0,1,25.523345765989777,2,0.0,1,0.0,5073,4525,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
5494,Uchuu Shounen Soran,12887,6,15,96,2,1,25.0,0,6.38,21,12553.0,11223,202,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965
5495,Yasoukyoku,33908,1,7,1,2,1,6.0,5,5.62,65,8166.0,12210,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,Rockman.EXE Stream,2109,6,15,51,2,1,25.0,4,7.2,2066,2820.0,4712,5471,25,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
5497,Ooi! Hanimaru,29888,1,7,1,2,1,1.0,5,4.97,55,9072.0,12732,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498,Tian Xin Ge Ge 2nd Season,33753,6,14,52,2,1,22.0,0,6.71,7,12433.0,13630,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
5499,Soratobu Toshi Keikaku,3818,1,15,1,2,1,5.0,5,6.1,842,7089.0,7720,1316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5500,Inou-Battle wa Nichijou-kei no Naka de,25159,6,10,12,2,1,24.0,6,7.3,101812,2423.0,360,208295,564,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014
5501,Honoo no Alpenrose,11101,5,13,2,2,1,76.0,6,6.31,91,6349.0,10254,337,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,Shin Hitou Meguri,19101,5,12,2,2,1,30.0,3,6.42,1481,0.0,5377,3882,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,Sumiko,25101,3,14,2,2,1,5.0,5,4.61,36,12294.0,12820,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5504,Nanatsu no Taizai: Imashime no Fukkatsu,34577,6,13,24,1,0,24.0,6,8.41,45471,160.0,349,213740,1623,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018
5505,Speed,3799,4,15,1,2,1,6.0,5,5.22,358,8802.0,9065,652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5506,Amaenaide yo!!: Yasumanaide yo!!,1749,3,15,1,2,1,23.0,1,6.77,6352,4436.0,3449,11659,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5507,Marin to Yamato: Fushigi na Nichiyoubi,5987,5,14,1,2,1,17.0,5,5.62,34,11182.0,11586,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,Galaxy Angel Specials,13287,3,15,2,2,1,13.0,6,6.9,531,3910.0,7643,1373,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5509,Fue,29907,4,9,1,2,1,5.0,4,4.39,120,9390.0,10781,252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,Oraa Guzura Dado,21539,6,15,52,2,1,25.0,4,6.81,21,11641.0,12242,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
5511,Nippen no Miko-chan,36907,3,9,3,2,1,25.0,5,4.06,16,11501.0,11446,185,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,23511,6,14,32,2,1,9.0,6,5.09,23,9884.0,11084,215,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
5513,Knights of the Zodiac: Saint Seiya,36040,2,13,12,0,1,25.523345765989777,0,5.1195,1,0.0,4583,5858,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5514,Game Center Arashi,12243,6,15,26,2,1,24.0,0,5.69,26,10162.0,11054,218,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982
5515,Cool Devices,1339,5,15,11,2,1,30.0,3,6.35,1807,0.0,4966,4761,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,Yu☆Gi☆Oh! Zexal Special,16574,3,13,1,2,1,8.0,6,6.23,802,6671.0,6171,2748,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5517,Wind: A Breath of Heart Specials,2027,3,15,4,2,1,12.0,6,6.3,590,6422.0,7448,1502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,Kizumonogatari III: Reiketsu-hen,31758,4,10,1,2,1,83.0,2,8.87,62314,23.0,649,129997,1541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5519,Zumomo to Nupepe,13455,6,15,32,2,1,5.0,4,6.53,19,12867.0,11351,194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
5520,Donguri to Yamaneko,8451,5,15,1,2,1,25.0,0,5.97,32,10002.0,10478,298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5521,Wo Jiao Bai Xiaofei,33357,2,5,39,2,1,11.0,6,6.57,70,5352.0,9061,655,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5522,Kobe to Watashi,8925,2,15,1,2,1,4.0,5,4.56,612,9335.0,8292,988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5523,Kodanuki Ponpo,32430,1,7,1,2,1,2.0,5,4.91,47,10936.0,13029,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,33011,2,14,12,2,1,5.0,4,6.0,2447,7346.0,4554,5974,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,"Wake Up, Girl Zoo! Miyagi PR de Go!",33105,3,14,1,2,1,9.0,5,5.84,198,7718.0,9084,648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5526,Ice,2169,5,14,3,2,1,37.0,2,5.57,2682,0.0,4492,6124,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5527,Kattobase! Dreamers: Carp Tanjou Monogatari,22111,4,15,1,2,1,90.0,0,4.88,16,10797.0,12496,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5528,Kamiusagi Rope x Boruto: Naruto Next Generations,36564,2,9,1,2,1,1.0,5,5.76,379,7876.0,6420,2462,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5529,Katsudou Shashin,33187,4,14,1,2,1,3.0,5,5.45,1193,8453.0,6874,1983,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,Sora no Arawashi,31948,4,14,1,2,1,9.0,5,6.31,13,12178.0,12899,104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,Kirarin☆Revolution,1516,6,13,153,2,1,22.0,6,7.29,6157,2461.0,2799,18114,251,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006
5532,Persona 3 the Movie 3: Falling Down,24543,4,11,1,2,1,87.0,2,7.72,13197,1065.0,2020,32435,109,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5533,Pure-tou no Nakama-tachi,3201,6,15,26,2,1,30.0,5,6.42,136,5939.0,9584,484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
5534,Mazinger Z Movie: Infinity,34820,4,13,1,2,1,95.0,6,6.97,818,3686.0,5948,3018,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5535,Zettai Bouei Leviathan: Mini Takibi Gekijou,19397,3,11,13,2,1,4.0,6,5.99,464,7385.0,7508,1463,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,Ningyo,2047,4,15,1,2,1,8.0,5,6.52,1474,5524.0,6232,2677,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,Detective Conan Movie 08: Magician of the Silver Sky,1367,4,13,1,2,1,108.0,6,8.21,18065,300.0,2110,30049,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5538,Kami nomi zo Shiru Sekai II,10080,6,13,12,2,1,23.0,6,8.07,154921,464.0,288,243387,873,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2011
5539,Dead Heat,10780,5,15,1,2,1,30.0,6,5.61,299,8175.0,9168,616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5540,Uchuu Kaizoku Captain Herlock,1000,6,13,42,2,1,25.0,6,7.82,5375,852.0,2673,19959,234,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1978
5541,Houkago 2 The Animation,5210,5,12,1,2,1,30.0,3,6.03,731,0.0,6415,2464,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,Madan no Ou to Vanadis,24455,6,10,13,2,1,24.0,2,7.31,89462,2396.0,466,172834,652,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
5543,Samurai Gun,1167,6,13,12,2,1,24.0,2,6.08,1955,7157.0,4454,6276,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5544,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,7805,2,15,1,2,1,4.0,6,6.73,16576,4612.0,2039,31956,18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,Just Awake,22049,1,15,1,2,1,3.0,5,6.44,982,5841.0,7387,1548,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),3782,4,10,1,2,1,61.0,2,7.95,89100,616.0,587,141796,326,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5547,Karl to Fushigi na Tou,9371,6,14,26,2,1,25.0,4,4.82,11,10782.0,10984,224,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
5548,Lodoss-tou Senki,207,5,8,13,2,1,25.0,2,7.52,15085,1576.0,1899,36070,366,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5549,TSF Monogatari,11467,5,13,2,2,1,25.0,3,6.81,4123,0.0,3897,8710,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,Pita Ten,162,6,13,26,2,1,24.0,5,7.04,7857,3421.0,2825,17762,96,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002
5551,Engimon,35681,4,14,1,0,1,25.523345765989777,0,6.0,0,0.0,10875,238,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,My Wish,35663,1,14,1,2,1,2.0,5,4.52,31,11361.0,13881,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,6734,3,13,1,2,1,48.0,6,7.03,293,3454.0,8255,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5554,InaDan Movie x Mameshiba Collab CM,33544,3,9,2,2,1,30.0,5,5.4,128,8545.0,10004,384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5555,Tensai? Dr. Hamax,2930,6,14,12,2,1,23.0,5,4.91,11,12399.0,12132,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
5556,Lucky☆Star: Original na Visual to Animation,4472,5,6,1,2,1,42.0,6,7.89,59049,719.0,901,95576,216,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5557,Midnight Eye: Gokuu II,1880,5,13,1,2,1,53.0,1,6.37,1210,6085.0,6587,2272,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5558,Eyedrops,34140,2,14,4,2,1,5.0,5,5.22,57,8795.0,10264,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5559,Panpaka Pants,32842,6,14,27,2,1,15.0,5,5.27,11,11709.0,12056,144,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
5560,Arion,791,4,13,1,2,1,2.0,1,6.3,1225,6381.0,5761,3284,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5561,Wagahai wa Neko de Aru,20145,3,15,1,2,1,75.0,5,6.26,19,12624.0,11529,177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5562,Mezzo DSA,222,6,14,13,2,1,25.0,1,6.75,5991,4537.0,3233,13596,26,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
5563,Re:␣Hamatora,23421,6,14,12,2,1,24.0,2,7.48,46856,1702.0,868,100521,330,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014
5564,Phantom The Animation,438,5,12,3,2,1,30.0,2,6.62,4629,5128.0,3611,10415,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5565,Roba Chotto Suneta,30076,1,15,1,2,1,2.0,5,5.13,91,8922.0,11758,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566,Mouse and His Child,4112,4,15,1,2,1,83.0,5,6.52,84,5522.0,10524,289,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,Furifure 2,36876,5,12,1,1,0,30.0,3,6.44,252,0.0,7892,1223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,Pikachin-Kit,36552,6,14,12,1,0,24.0,0,4.11,9,11762.0,12126,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
5569,Break Blade 5: Shisen no Hate,9724,4,13,1,2,1,47.0,2,7.92,28097,652.0,1640,45016,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5570,Watashi no Kamifuusen,30085,1,7,1,2,1,2.0,5,5.17,53,8873.0,12700,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
